"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"West Bank and Gaza","PSE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2843300000","3282800000","3409600000","3759800000","4067800000","4271200000","4313600000","4003700000","3555800000","3968000000","4603100000","5125700000","5348300000","5815700000","7310400000","8085700000","9681500000","11186100000","12208400000","13515500000","13989700000","13972400000","15405400000","16128000000","16276600000","17133500000","15561300000",
"Pacific island small states","PSS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","437436098.412148","525610642.04997","716678424.464152","1018218313.53058","1137259249.81451","1140381089.77508","1189782612.98236","1379853107.66663","1690559785.1401","1962189905.09006","2021557593.33275","1973920736.90705","1877396881.20677","1978081591.24631","1873093013.46749","2042954232.1568","1985439150.82418","2031693443.37012","2100007041.0098","2351149203.55072","2500506858.12324","2742975773.98332","2907993100.14897","3426022249.72907","3716833627.37317","3978702321.32481","3985636450.96541","3413029075.30195","3754359623.4358","3444921969.80607","3395627477.45142","3564053883.49159","4178053088.6359","4818328915.49681","5329582223.84248","5613654072.54709","6192507725.47965","6609313729.21647","5916221065.02932","6566818383.30086","7713181064.07788","8186804963.31876","8498136739.25014","9226234550.7989","9019345253.78121","9456355295.65444","10212037558.4144","10656209172.6383","10641343380.1528","9530487871.90819",
"Post-demographic dividend","PST","GDP (current US$)","NY.GDP.MKTP.CD","1046363632040.01","1106329632253.32","1194551168330.78","1286748235829.33","1403864556376.88","1525267930468.87","1673010680882.54","1795945917271.49","1948022446210.86","2141937832030.07","2338917433982.05","2593237303647.53","3008239458844.19","3632011368064.87","4056192354871.83","4544875820280.3","4931757420682.77","5575660842288.11","6699567679562.19","7702825289718.23","8529728496186.59","8626163474008.67","8588352672604.71","8912803328321.35","9314451244481.77","9808051181505.69","11984100108098.5","13894943873868.6","15652659817231.1","16348050910936.1","18350048061415.1","19375773963973.8","20806405239953.9","20946807089955.8","22523178749859.1","24976744274171","25095170446089.6","24600447558960.6","24707800620018.8","25940385523059.6","26380608834749.3","26132147128591.1","27241373817019.2","30555902150617.9","33949747460629.3","35738107370927.6","37607826645481.3","41025496632875.3","43378274644683.2","40866971091636.2","42629950239297.4","45786834754035.7","45736830487196.8","46190856863374.7","47132834889148.1","44639629214327.1","45663052438816.6","47592585202958.4","50482183425709.6","50984176954366.5","49538687319472.3",
"French Polynesia","PYF","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","176534589.603484","215659455.017418","220984369.129269","259590076.293141","242943776.862315","254035999.217076","296613496.873207","325843254.666984","431254103.046252","555337985.683076","690319754.911573","732286143.34318","793193187.415778","1005573294.20713","1215031775.26751","1362151523.68942","1279972866.38142","1286462642.63703","1335895286.39156","1378991403.3784","1507230778.8995","2301514717.29796","2543199148.39002","2687472829.62973","2636461517.10408","3181206304.81514","3267367650.64269","3558215009.09044","3694600395.12747","3522272234.12075","3982376722.37398","3954697173.61901","3567062532.27782","3775160797.2028","3797016078.79925","3447543203.02843","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","301791301.791302","387700084.245998","510259940.720474","793884368.040437","2401403227.44085","2512784033.37828","3284301332.18953","3617580171.76055","4052000412.70087","5633000318.02401","7829094613.07082","8661263763.73626","7596703214.28571","6467582307.69231","6704395824.17582","6153296456.04396","5053021950.54945","5446428681.31868","6038187032.96703","6487912087.91209","7360439423.07692","6883516483.51648","7646153983.51648","7156593653.84615","7374450769.23077","8137911978.02198","9059340384.61539","11297802115.3846","10255495027.4725","12393131868.1319","17759890109.8901","17538461538.4615","19363736263.7363","23533791208.7912","31734065934.0659","44530494505.4945","60882142857.1429","79712087912.0879","115270054945.055","97798351648.3516","125122306346.154","167775268626.374","186833502362.637","198727642967.033","206224598571.429","161739955576.923","151732181868.132","161099122225.275","183334953818.681","176371267689.082","144411363345.27",
"Romania","ROU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","38413636363.6364","40809523809.5238","42105263157.8947","38995454545.4545","28998684210.5263","25121666666.6667","26362894736.8421","30074440483.3837","37435317265.1254","36937074278.3004","35574916294.6429","41694118972.5101","35952781582.2083","37253259016.9976","40394824679.1232","46066101951.2933","57806506024.0964","74972669056.5922","98452791982.7024","122022997508.01","174585202805.233","214313628965.024","174103695930.213","166309355234.589","183326740143.016","170635805316.879","190801346194.297","199959363430.073","177729210874.504","188128818486.401","211695422578.655","241457403085.042","249881592298.072","248715551366.635",
"Russian Federation","RUS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","554713455149.502","506500173960.269","516814274021.956","517962962962.963","460290556900.726","435083713850.837","395077301248.464","395537185734.854","391724890744.498","404928954191.876","270955486862.442","195907128350.934","259710142196.943","306602070620.5","345470494417.863","430347770731.787","591016690742.798","764017107992.391","989930542278.695","1299705764823.62","1660846387624.78","1222644282201.86","1524917468442.01","2045925608274.37","2208295773643.15","2292473246621.08","2059241965490.83","1363481063446.77","1276786979221.81","1574199387070.9","1657328865709.99","1687448525466.61","1483497784867.6",
"Rwanda","RWA","GDP (current US$)","NY.GDP.MKTP.CD","119000024","122000016","125000008","128000000","129999994","148799980","124525702.857143","159560018","172200018","188700037","219900006","222952578.196381","246457838.336681","290746157.145921","308458423.183854","571863295.740122","637754162.101094","746650558.55469","905709147.27019","1109346220.52885","1254765349.93185","1407062607.63214","1407242640.23211","1479688125.8852","1587412957.22263","1715625839.17973","1944711061.30888","2157434025.16467","2395493877.51365","2405021932.89997","2550185618.14774","1911600969.76612","2029026704.02707","1971525998.87685","753636370.454545","1293535010.94467","1382334879.40812","1851558301.7002","1989343495.21844","2155659412.6104","2067528500.40621","1965444514.89971","1964779920.78511","2137093489.31936","2375281626.60252","2932213574.70995","3317951468.37027","4068065928.6413","5177015141.48246","5671332137.79866","6121234528.98826","6881038269.61727","7650300319.83","7815599502.65683","8241332516.54991","8539048447.78065","8690485823.14546","9253098954.27769","9640280084.19572","10355974217.3735","10333991455.5443",
"South Asia","SAS","GDP (current US$)","NY.GDP.MKTP.CD","47170699606.9233","50331770780.8139","53721519494.2269","60426255394.5899","69179494304.1268","74296512694.0871","62475116958.2954","68733357253.0769","72039818016.715","79195490145.2863","85737283039.6523","91195879601.4184","91680529302.1745","104812500642.22","126972253469.314","135907831613.683","132647805505.076","153599832378.001","174773663985.822","195751155053.95","236032168287.024","250213642682.993","258869159759.911","274032732754.838","272757831561.659","296599020652.925","314128066863.644","348793876693.9","374789764145.447","378225266722.401","407187370820.238","362262532165.61","384733617428.084","381100277389.042","432324272247.724","479849581301.107","524970419712.2","550712123644.937","558424594165.819","598323918709.828","630429061929.228","645870123668.464","677627487567.085","791002717916.674","917089339402.252","1050585317863.97","1196088039743.31","1504193483987.56","1527472685559.4","1683433843105.38","2060781299767.88","2274546308870.42","2300089514184.29","2359608787133.33","2584563411971.5","2699434735086.46","2926447614196.87","3348108849820.74","3436593922937.52","3597252024123.45","3386420411905.1",
"Saudi Arabia","SAU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","4187777711.11111","4485777644.44444","5377268848.52944","7184863276.54536","9664067929.6561","14947491056.4605","45412971909.3794","46773303720.8932","64005623870.3227","74188363505.8532","80265732292.5833","111859726428.738","164541658298.596","184291888767.191","153238991868.875","129171602025.147","119624918956.209","103897892810.979","86962013010.5552","85695941760.0451","88256162068.9725","95344352823.6969","117630271802.48","132223268491.322","137087876662.216","132967901415.22","135174886488.652","143343036341.789","158662398744.993","165963557409.88","146775498080","161716960000","189514926213.333","184137469733.333","189605920240","215807655253.333","258742263040","328459700114.755","376900135727.637","415964583055.37","519796738640","429097899280","528207332640","671238840106.667","735974843360","746647127413.333","756350347333.333","654269902880","644935541440","688586244293.333","786521831573.333","792966838160","700117873253.333",
"Sudan","SDN","GDP (current US$)","NY.GDP.MKTP.CD","1307333333.33333","1419333333.33333","1541666666.66667","1568333333.33333","1611333333.33333","1679333333.33333","1723000000","1865666666.66667","1947333333.33333","2144333333.33333","2437666666.66667","2656000000","2882000000","3571666666.66667","4595000000","5598000000","6979333333.33333","8704000000","7670500000","9032250000","7459833333.33333","10016500000","9240000000","8230153846.15385","9701357142.85714","12403733333.3333","15769062500","20155555555.5556","15399166666.6667","15291507936.5079","12408647540.9836","11379222222.2222","7034219712.52567","8881785938.48085","12794192334.2541","13829744878.6366","9018243044.45155","11681494637.3041","11250327988.0478","10682045258.3647","12257418326.0734","15716489369.9266","18136839087.0077","21355576672.542","26645490675.0417","35182105414.3919","45264519502.6479","59440139774.8128","64831935604.2484","51621044076.9231","58962978034.4828","55018567210.5263","37632919966.6667","43024018082.1918","49516748617.9775","51726758676.7677","42630376000","41283617976.1905","30964349684.7059","26155799324.8663","21329109521.8077",
"Senegal","SEN","GDP (current US$)","NY.GDP.MKTP.CD","1003692374.55789","1058975265.58883","1085475573.48959","1122139637.25693","1188930567.71363","1210058396.0603","1246908373.74285","1246480958.51385","1309384830.19071","1245234806.89546","1297407828.60957","1339548823.66855","1620857277.19338","1863398448.32592","2099324949.84605","2830388404.87845","2869777812.41008","2938046307.22894","3280354339.39341","4084878667.85616","4510107330.12074","4095892072.29088","4013950868.45946","3569356462.07896","3485165160.57534","3818944603.0069","5392093507.64824","6487352282.67143","6418419798.13177","6366039352.62267","7390967034.67363","7255210700.97896","7769817869.31065","7367985694.79161","5034588159.28612","6326342962.93447","6559712550.65952","6041478436.08043","6505607633.36937","6592835457.6876","6013184809.23898","6507824767.06303","7006402592.45463","8768721956.33228","10076817278.1025","11009032665.3876","11697918802.7922","13994218939.2431","16853991176.9058","16145868284.5645","16121314670.9653","17814284622.1718","17660871725.9977","18918668644.1941","19797254643.1212","17774766636.0459","19040312815.1337","20996564751.5994","23116699808.1723","23306213742.3602","24644234594.6566",
"Singapore","SGP","GDP (current US$)","NY.GDP.MKTP.CD","704756304.717104","764634783.744937","826244609.95688","917614007.578727","894159153.273226","974650463.870378","1096432771.46217","1238043904.35123","1425715405.72325","1659904612.57023","1920586698.02692","2263785443.61688","2721440980.75851","3696213333.33333","5221534955.64418","5633673929.99302","6327077974.10703","6618585073.66035","7517176354.84135","9296921723.83465","11896256782.8566","14175228843.6391","16084252378.473","17784112149.5327","19749361097.965","19156532745.7691","18586746056.9974","20919215578.2125","25371462488.1292","30465364738.6206","36144336768.7023","45466164978.2923","52130263965.6231","60603478153.2368","73690847191.3055","87810991957.1046","96295886524.8227","100124191810.345","85728310229.4455","86284660766.9617","96074477958.2367","89794943349.8912","92537752708.5893","97645448283.7791","115035498757.543","127807618360.971","148630373214.173","180941941477.009","193611986712.842","194152286008.938","239809387605.427","279351168707.267","295087220933.024","307576360584.992","314851156183.411","308004146057.608","318763807455.664","343337750742.27","375981539145.907","374386306993.109","339998477929.985",
"Solomon Islands","SLB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","25203524.0325638","28084252.7582748","28606411.398041","","50056882.8213879","40606712.050639","55272108.8435374","84539332.282562","74617096.4785967","83099107.9066357","93147039.2548237","111022089.96223","151270207.852194","183170656.739582","194215751.968039","192564263.494676","181096595.484052","181359232.531304","165454831.975042","147573930.536615","155244493.4353","176709270.031025","172681320.835169","214727767.638123","227641078.532489","269116491.92309","300843868.620008","402868080.452087","469479432.749053","510598923.283984","526514030.509295","457679209.236648","488001488.187512","419933580.931046","409435392.194013","346431958.274064","352522682.156703","397611126.698465","476898763.595798","538668769.301531","620230005.227391","699157190.980782","735940409.683426","846797693.595387","1049952233.25874","1190994126.60431","1284698922.22785","1335538893.33315","1307061543.70981","1378551118.49224","1483758906.61054","1574599182.64697","1570093229.25588","1545888426.23031",
"Sierra Leone","SLE","GDP (current US$)","NY.GDP.MKTP.CD","322009471.56704","327834680.557103","342721579.817636","348546952.134368","371848114.747956","359379856.248057","375479849.80806","348795303.000385","329860091.944037","408690163.476065","434410373.764149","419549425.077086","465381089.98454","575230234.387058","648590642.939888","679335901.117451","594895672.333848","691777758.395115","960728338.93643","1109374722.08294","1100685844.92284","1114830471.91787","1295361885.92419","995104305.347075","1087471861.98928","856890498.625834","490181456.62441","701307602.28443","1055083945.37738","932974411.917142","649644826.800447","779981458.921489","679997997.597117","768812334.801762","911915970.683484","870758739.40678","941742152.709895","850218033.622007","672375927.347148","669384768.87263","635874002.198748","1090467712.30773","1253340519.53311","1385810072.19217","1448536630.88143","1650494366.99875","1885112201.85278","2158496872.85796","2505458705.03338","2453899846.88317","2578026297.15912","2942546781.04548","3801862611.36414","4920343194.99339","5015157815.73406","4218723875.1379","3674794530.18956","3719369107.34992","4085114794.22324","4076578542.56207","4063289449.58795",
"El Salvador","SLV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","877720000","929520000","976200000","1009760100","1049400000","1132920000","1186120000","1263720000","1442320000","1665880000","1884120100","2328280100","2941640100","3127960000","3463639900","3573959900","3437200200","3399189100","3506347800","3661683400","3800368600","3771663200","3958045800","4189880000","4372215300","4817542204.02673","5252342400","5813399300","6680269200","7679384000","8921947100","9586327800","10221705900","10936669900","11284197000","11784927700","12282533600","12664190300","13243892200","13724810900","14698000000","15999890000","17011750000","17986890000","17601620000","18447920000","20283780000","21386150000","21990960000","22593470000","23438240000","24191430000","24979190000","26020850000","26896660000","24638720000",
"San Marino","SMR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1109098657.57511","1005159388.24397","1077413479.05282","1168269230.76923","1464326160.8154","1723750000","1785847531.40157","1908167105.75837","2185874623.59704","2393437820.41892","2056126701.86163","1881214370.93994","1813752783.96437","1604779647.95066","1678841811.66158","1673973694.69908","1419394771.21029","1468377272.13859","1528630707.49794","1655300872.53427","1616369645.99635","",
"Somalia","SOM","GDP (current US$)","NY.GDP.MKTP.CD","180459936.776025","191659914.376034","203531927.547229","216145935.941626","229529912.668035","243724533.172801","257374455.753265","271780364.837811","286718279.690322","306357284.571429","322600009.142857","331102742.193418","416942436.927838","507028428.241662","467577432.247816","710850226.528991","807275808.737093","498550873.043478","564986059.668508","590419855.11811","603592656.822209","699112266.835764","774419569.699066","733901365.935354","788307213.438235","876404617.656501","930318705.332201","1009792724.39772","1038291284.49695","1092392963.199","917044228.012679","","","","","","","","","","","","","","","","","","","","","","","3892402684.75612","3963532302.4655","4048860871.41323","4198485403.87919","4508845348.32757","4720727283.20485","4942319040.69822","4988441439.99845",
"Serbia","SRB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16832598870.0565","21818007448.7896","25676487999.5941","19457979423.376","19388663551.0012","6875845986.52121","12960538723.7591","17120906918.3503","22482365321.7656","26141968161.0924","27683225959.2468","32482070360.3204","43170990616.4729","52194221468.5007","45162894380.9318","41819468691.8251","49258136128.9672","43309252921.0567","48394239474.6762","47062206677.6539","39655958842.5478","40692643373.0327","44179055279.8887","50640650221.4622","51514222381.8428","53335016425.4148",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (current US$)","NY.GDP.MKTP.CD","29245088545.1924","30388207775.164","32923879192.934","37720769763.7403","36838019434.1868","41031199637.6065","44272405045.4758","43767279930.1018","46800552689.1548","53517600602.3892","62975477065.9679","64047237986.9926","72358322631.4272","92577698766.9727","120726796400.615","133301570933.09","144460759520.74","158961800513.095","175917514401.745","211495847214.757","266543017606.455","371552237540.83","341960046340.476","297877746836.645","260242777901.54","246909725752.4","254405463793.244","289642108676.385","297389894110.022","295768858323.613","333465248322.293","337221442077.311","337467014115.388","331192820221.891","323359035555.579","375790460480.634","392273246535.515","407162935347.763","393975770279.972","397842567435.285","422307150438.877","405201525820.885","440426563486.828","555265910922.852","690423989036.189","820102028419.123","966850604215.404","1120515957620.95","1273231776020.95","1217985395315.77","1437139629540.81","1612319153298.74","1676182380343.25","1783019788213.53","1833892784420.81","1677999314294.11","1561139857678.73","1666468882608.24","1751867208506.64","1801365133417.64","1702343204602.45",
"South Sudan","SSD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14586253383.0632","12231264525.0671","14602072410.9506","14907308932.7534","11931472169.4915","18426469016.9492","13962212847.4576","11997800760.2242","","","","","",
"Sub-Saharan Africa","SSF","GDP (current US$)","NY.GDP.MKTP.CD","29256532090.7404","30399112540.2886","32935785080.3467","37733792292.1201","36852715886.5392","41045869782.6289","44287801532.6859","43782915245.1407","46815401764.6059","53532472396.3292","62991963307.3972","64067519833.0788","72387598708.2903","92612631777.2486","120766914743.457","133346059857.742","144506215592.049","159023003773.929","176000613172.397","211622270683.655","266688191801.506","371701617611.238","342103024349.179","298020659236.448","260391415116.603","247076779606.966","254612367258.495","289890545299.317","297673417902.434","296073435812.46","333833598083.061","337595629022.647","337902194417.95","331669529598.495","323848855899.918","376301675799.109","392778997209.674","407729336582.364","394588497600.43","398470093263.704","422926100652.815","405828145793.529","441129110885.884","555975556347.542","691267681479.247","821025249638.686","967870949472.874","1121552075251.01","1274199016669.52","1218832662279","1438109346184.93","1613384684446.11","1677242194703.11","1784347945822.36","1835235792265.85","1679376809348.15","1562566509447.55","1667997124634.6","1753414899266.08","1802947974476.53","1703403090966.09",
"Small states","SST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","7871345584.37162","8855637583.09296","10433492402.2168","13002648842.5347","20198276930.225","22993381875.0154","26247009944.5919","29805833773.563","32045912080.1517","39768847418.0023","52919781977.0443","54682806939.5498","54423739873.3728","52651924857.2221","52168625449.6979","50249044986.4229","49319167812.1216","56334387306.7152","62037928015.9886","64541989169.5424","74735513586.8835","76319898937.6864","81198652882.7929","80092773731.5546","84285950115.4861","95870341561.0017","101912077089.074","108977685154.749","108832345095.572","116632628130.3","129062581247.978","129578896927.03","138660041228.357","165859303927.022","199640466372.481","237865672328.6","277063733087.855","332118867237.792","399976736419.382","342525336119.249","393562327094.903","474316713512.627","494441957225.314","514124360196.714","529895957927.515","452206885980.765","444926108167.461","479917651624.9","527518555673.901","519587425264.176","451423668844.166",
"Sao Tome and Principe","STP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75951210.6852445","85171308.1654435","102085583.465275","114582561.627097","136450274.673234","142775597.255916","149146423.083742","188021190.592847","187820464.571058","196652514.267255","231489270.144529","250680845.747837","300554483.611626","346528329.183227","316066072.343754","345495614.979982","375614126.193877","412253809.728799","427425039.684339","472914469.91933",
"Suriname","SUR","GDP (current US$)","NY.GDP.MKTP.CD","99650000","107700000","116150000","125950000","134400000","154150000","190350000","220700000","241350000","259650000","274900000","301000000","311950000","339450000","409850000","465500000","505500000","641500000","735500000","782500000","795000000","889000000","915000000","883500000","864000000","873000000","891000000","980000000","1161000000","542600000","388400000","448100000","404600000","428764705.882353","605492537.313433","691590497.737557","861411471.321696","926422500","1110850000","886290697.674419","947671969.69697","834279357.798165","1093574468.08511","1274190311.41869","1484092538.40527","1793388732.29125","2626380435.17877","2936612021.85792","3532969034.60838","3875409836.06557","4368398047.64333","4422276621.78703","4980000000","5145757575.75758","5240606060.60606","5126291450.81511","3317438910.83068","3591623596.03082","3996247906.19765","3984483762.37123","2884248048.49068",
"Slovak Republic","SVK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12747380650.0762","14272201755.4704","15495514296.8042","16520676973.5301","20162936291.375","25840146405.2288","27925036755.3866","27706028095.6157","29856000671.216","30453383763.0514","29169953012.7142","30752150335.5705","35130340673.8189","46816589164.7856","57332015147.7527","62785305310.2848","70708098105.6329","86454081576.7862","100469509301.304","89046289247.0131","90712671900.5229","99362720493.6429","94258572686.2287","98541305462.1038","100954719362.24","88601289843.0917","89614053143.7939","95157888666.9967","105561218935.334","105284375640.698","105172564491.569",
"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21352224019.4096","21507232648.7252","20763101740.6963","22146231967.6861","22711384311.1404","20289627636.6767","20876309970.385","23489890274.3142","29634713641.0968","34414784504.2352","36206395970.6504","39481045038.2637","48006372844.2376","55552509154.8264","50368056404.5568","48161250405.2468","51516366654.8197","46580457470.2769","48401896808.3064","49930685013.4603","43090173394.6913","44736333522.4522","48469082710.3089","54137142149.4799","54178877605.9999","53589609580.7099",
"Sweden","SWE","GDP (current US$)","NY.GDP.MKTP.CD","15822585033.5764","17212686614.5726","18667251380.0746","20204870629.7441","22532416750.0125","24795499685.775","26971486546.2848","29275995674.6888","31066819929.2853","33738102482.1558","38092452060.6201","41566412922.6087","48954145808.8359","59404966684.2214","66013338964.725","82885397620.5385","89362071672.9034","94468740851.4816","104442351222.751","123386410160.715","142092068280.689","129686938223.328","114380557730.876","105014356666.797","109201362581.3","114123537581.794","150498057723.623","183009638350.893","206986674500.588","217948315624.564","261846194498.885","274229034311.699","284321115594.629","212953336588.123","229033566614.826","267305875261.099","291743811512.079","268146144677.73","270809066780.714","274072182416.731","262835454366.855","242395852494.409","266849061835.659","334337212322.076","385118044877.465","392218088878.779","423093437423.762","491252589217.021","517706149201.196","436537014293.554","495812558843.31","574094112972.733","552483727282.802","586841821796.891","581964017237.095","505103781349.757","515654671469.547","541018749769.097","555455371487.089","533879529188.454","541220059459.25",
"Eswatini","SWZ","GDP (current US$)","NY.GDP.MKTP.CD","35076158.4768305","43025199.4960101","45927061.4587708","54128377.4324513","64979280.4143917","70278594.4281114","76858462.8307434","74758504.8299034","79798404.0319194","105417891.642167","112137757.244855","136465324.384787","146741251.46351","221902017.291066","264311994.113319","288302907.369844","272539098.436063","304047838.086477","340616375.344986","412093133.760988","542000513.610683","570761166.818596","537575980.843618","555336145.767884","494475699.857656","360075380.266523","449146608.315098","584135559.921414","692016714.317132","696915430.663057","1114703088.1614","1156141998.33412","1284766234.2216","1357206995.74624","1419293454.99606","1698982437.76019","1602760100.48147","1716699913.19444","1576904292.4588","1547884442.26205","1738100853.05052","1542477308.89408","1432228125.26682","2197612701.09852","2770082791.50412","3178126491.90949","3291353835.93","3469363996.36642","3294093485.20796","3580417066.92472","4438778424.30203","4820499924.2539","4886533032.88672","4597532029.70451","4422968339.67584","4063245671.29285","3816022046.82656","4402969225.92165","4665420238.51784","4495679480.96886","3972728948.47088",
"Sint Maarten (Dutch part)","SXM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","936089385.47486","985865921.787709","1022905027.93296","1245251396.64804","1253072625.69832","1263687150.83799","1191620111.73184","1185474860.3352","","",
"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD","12012012.012012","11592011.5920116","12642026.5718964","13923029.2643975","15393032.3541529","15603032.7955465","16443034.5611211","16632032.8140183","16074027.3496039","16452027.9927637","18432031.3616959","21965951.7213048","30645121.0129499","36896278.2235629","43134498.6929657","47803145.9560303","49278979.5471457","64526398.6585361","85552369.914184","127261099.24396","147357222.779802","154902869.02139","147912069.76575","146712850.509248","151313241.982492","168887539.130818","207850623.637094","249267039.782675","283828769.029925","304832867.393246","368584758.942457","374359556.084926","433667193.814795","473916819.453826","486451204.557142","508221508.221508","503068472.20266","562958836.519905","608369282.225727","622985493.682733","614879764.780006","622262057.191635","697518248.175182","705704816.042365","839319927.272727","919103254.545455","1016418229.25159","1033561654.0568","967199593.960157","847397850.094417","969936525.298729","1065826669.89742","1060226125.62616","1328157608.83087","1343007845.04468","1377495054.04127","1426651768.82189","1528242026.36264","1547690759.44363","1582841058.89479","1059886363.63636",
"Syrian Arab Republic","SYR","GDP (current US$)","NY.GDP.MKTP.CD","857704413.407821","945244972.067039","1110565880.75881","1200447408.37696","1339494267.01571","1329842434.55497","1321204502.6178","1443717801.04712","1562303429.31937","1796596910.99476","1780104712.04188","2097643979.05759","2415706806.28272","2579219250.63755","4244670160.29051","5566756756.75676","6417632802.89182","6882292993.63057","8251974522.29299","9929681528.66242","13062420382.1656","16758471337.5796","17525605095.5414","18672866242.0382","19195414012.7389","21203821656.051","25460636942.6752","32538089171.9745","16574342984.4098","18609532293.9866","23904498886.4143","27756258351.8931","33107349665.9243","36860133630.2895","45086948775.0557","50866369710.4677","61546280623.608","66420400890.8686","70418173719.3764","72970334075.7238","80590022271.7149","86771314031.1804","90558485523.3853","95693808463.2517","112863340757.238","134203830734.967","153799910913.14","180030111358.575","218089977728.285","224561692650.334","252518218262.806","64315437939.0108","42807315975.5342","20345458470.8427","21239000398.0826","16492072144.2125","12356980638.8143","16112991411.879","21490335085.8366","22777882165.1115","",
"Turks and Caicos Islands","TCA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358744800","366707910","409753640","485598810","578645760","721891470","773489740","862683630","703175750","686787810","728789570","727161000","754238000","841070000","942070000","1032452000","1022365000","1113178000","1197415000","924583000",
"Chad","TCD","GDP (current US$)","NY.GDP.MKTP.CD","313582729.426485","333975338.83416","357635713.876922","371767002.655998","392247517.602016","416926302.963509","432794922.459835","449826322.995072","453980096.654503","471635620.924431","469266736.605177","501866730.722561","585427545.723712","647199482.828061","652532796.066703","864602103.303151","866044961.048205","935360466.351397","1113920122.61212","1004316495.11165","1033002401.82546","876937559.725038","834369860.427292","832415805.956327","919103735.322921","1033069709.99507","1067828247.23577","1163426850.65015","1482597298.88718","1433686309.83642","1738605558.05432","1877138041.64308","1881847676.80752","1463251055.40068","1179837954.72193","1445919969.89272","1607345450.04578","1544689502.82472","1744794457.276","1534673583.2487","1388506726.62093","1710843360.64955","1997005786.54118","2742815194.54993","4422855929.21428","6649307057.03314","7428701809.40597","8650138068.63161","10393834720.852","9290728773.35723","10668102734.8132","12172309522.6171","12367363677.6199","12953535495.8781","13940768065.6063","10950392219.9104","10097778353.7651","10000395242.1457","11239167048.4916","11314951342.7807","10829076801.729",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP (current US$)","NY.GDP.MKTP.CD","82005282510.3871","72193957287.6787","66010777777.3588","71533154970.1132","82651984500.9531","96128232951.2644","105178440943.455","102171572430.918","103429760879.28","116087266911.469","128824141715.652","138459170391.933","156549264094.765","196791596657.092","223078502941.049","250721328963.224","254932230411.443","294277118572.127","285877680658.593","331298901022.491","382192139471.929","407725570304.884","427726836086.639","447899548757.75","485191615792.401","530624667718.872","530322171347.472","526108691213.722","584614790370","634985025329.072","685479668883.633","747740933649.735","843370676010.879","935961372427.151","1134933245997.24","1409861301773.29","1629385274720.99","1719223057116.46","1639064512942.07","1870743199387.04","2095495081116.18","2291972960553.72","2718133484266.46","3365110165705.59","4099575225124.58","4951566247097.1","6193857159551.02","8235515202250.18","10832126104157.8","12030562690087.1","14382441099753.7","17441152604226.9","10760615671768.1","11813186197924.9","12734944483410.7","13264224627407","13542946740899.4","14800506807477.9","16553933355619.7","17113644754522.8","17426659793626.2",
